M = 999999999;
num_workers = 500;
num_roles = 306;
num_projects = 100;
T = 120;
T_role = [2, 2, 3, 4, 5, 5, 5, 4, 3, 3, 3, 5, 5, 2, 4, 5, 5, 2, 5, 5, 3, 5, 4, 5, 5, 5, 5, 2, 4, 4, 4, 4, 5, 2, 2, 4, 3, 2, 4, 3, 3, 4, 3, 4, 4, 4, 5, 4, 3, 3, 3, 2, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 2, 2, 4, 4, 2, 4, 2, 3, 4, 4, 2, 4, 4, 5, 2, 3, 5, 3, 2, 2, 5, 5, 5, 2, 3, 3, 3, 5, 5, 5, 2, 2, 4, 3, 2, 2, 2, 5, 5, 3, 2, 4, 5, 3, 4, 5, 4, 5, 5, 4, 5, 5, 2, 3, 5, 3, 5, 3, 2, 4, 3, 3, 3, 3, 4, 4, 3, 2, 3, 4, 5, 4, 4, 4, 5, 4, 3, 4, 3, 3, 2, 2, 2, 3, 5, 5, 3, 3, 5, 3, 4, 2, 2, 3, 3, 2, 2, 4, 2, 4, 4, 2, 3, 3, 4, 4, 5, 2, 2, 3, 5, 4, 4, 4, 4, 3, 5, 5, 5, 2, 5, 4, 4, 4, 3, 3, 2, 3, 3, 5, 2, 4, 4, 2, 3, 2, 3, 5, 4, 4, 5, 5, 3, 4, 4, 5, 5, 5, 2, 4, 5, 5, 2, 3, 2, 3, 4, 2, 4, 3, 3, 4, 3, 2, 2, 2, 2, 3, 3, 3, 3, 5, 4, 4, 4, 2, 2, 4, 2, 2, 3, 2, 5, 5, 4, 4, 2, 2, 3, 3, 2, 3, 3, 4, 4, 3, 3, 3, 5, 5, 2, 4, 2, 4, 2, 2, 4, 2, 4, 3, 2, 2, 3, 5, 4, 5, 4, 5, 5, 3, 3, 5, 3, 5, 3, 3, 3, 3, 3, 5, 3, 2, 5, 5, 5, 5, 5, 4, 5, 4, 5, 2, 4, 4];
